id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
221,Eivissa,,Spain,ESP,Europe,38.907598,1.423586,1580.684,48684.0,47351567.0,3.9,99.0,169.0,46.3,33.9,96.5,[hKfzaCUppLg],[[0]],[[0]],[[2274]],[0],[2072022],[0.0],[]
223,Chișinău,,Moldova,MDA,Europe,47.024512,28.832292,16.53944,635994.0,2617820.0,7.3,99.4,169.3,0.0,25.7,99.1,"[19rgXCNoKPM,yO0JKEaPG4w]","[[0], [0]]","[[10], [461]]","[[1763], [1740]]","[0, 0]","[27082022, 12072022]","[0.0, 0.0]",[]
224,Tiraspol,,Moldova,MDA,Europe,46.83711,29.610999,16.53944,157000.0,2617820.0,7.3,99.4,169.3,0.0,25.7,99.1,"[6wAaPmtcDQg,C7IQ3A90MMw]","[[0], [0]]","[[0], [55]]","[[863], [1350]]","[0, 0]","[6092022, 22082022]","[0.0, 0.0]",[]
225,Bender,,Moldova,MDA,Europe,46.821818,29.48192,16.53944,110175.0,2617820.0,7.3,99.4,169.3,0.0,25.7,99.1,[h_rLu-eezK4],[[0]],[[134]],[[1368]],[0],[6072022],[0.0],[]
226,Nicosia,,Cyprus,CYP,Europe,35.1746503,33.3638783,28.407,200452.0,1207361.0,5.8,99.1,166.6,39.1,31.3,107.2,"[R-Sm58xz9oU,2XZoTi3YYCo,DAaKyxoYToU,f028quRIaHw,0QjICGgFHCc,niELtiQ-4s8,qfDaz9B1oa8,CAwpAmMz4ko,pj-SGuo4gEw,65ZRsPLeUns,56n7Krwh1t0,KU8LQHx6ytA,E0h6Coa_k-Q,rIzuahkjuEs,rNJ3FQeq2ug,FEOd8ccdqS8,EOH7GpDn68o,krY1smqlhUY,Izz5TKg5VQE,ISX6thHwZ1g,rPTeAXrj9dM]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0]]","[[0], [0], [2708], [0], [0], [2631], [0], [0], [0], [0], [0], [0], [0], [0], [0], [395], [0], [0], [0], [0], [15]]","[[1017], [1610], [3544], [960], [917], [3260], [2293], [600], [1226], [1194], [885], [1792], [1258], [1284], [700], [1392], [997], [1312], [1077], [804], [1773]]","[0, 0, 0, 0, 0, 0, 0, 0, 59.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
227,Larnaca,,Cyprus,CYP,Europe,34.9236095,33.6236184,33.88693,72000.0,1207361.0,5.8,99.1,166.6,39.1,31.3,107.2,"[hJPG5ioRafk,RjyFnD_jCpA,b0LiU0eG4gs]","[[0], [0], [0]]","[[0], [565], [13]]","[[970], [1239], [1057]]","[0, 0, 0]","[31052021, 16122022, 10082023]","[0.0, 0.0, 0.0]",[]
228,Limassol,,Cyprus,CYP,Europe,34.6852901,33.0332657,33.88693,154000.0,1207361.0,5.8,99.1,166.6,39.1,31.3,107.2,"[aqzgg-uqBe4,KTnD8-I4uo8,CTu5p1t1CcQ,wSLHvlJf6ZE,ny0J36g9prE]","[[0], [0], [0], [0], [0]]","[[0], [2524], [55], [0], [24]]","[[2481], [3465], [1967], [1610], [945]]","[0, 0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0, 0.0]",[]
229,Paphos,,Cyprus,CYP,Europe,34.7743988,32.4231586,33.88693,35961.0,1207361.0,5.8,99.1,166.6,39.1,31.3,107.2,"[dPPZSvLTJXk,Guc4DfghU3E]","[[0], [0]]","[[6], [0]]","[[1047], [669]]","[0, 0]","[15102024, 11082024]","[0.0, 0.0]",[]
230,Malmö,,Sweden,SWE,Europe,55.605293,13.000157,64.427,351749.0,10353442.0,3.1,99.0,173.6,41.0,29.8,94.9,[XXgjsZ-XnYc],[[0]],[[0]],[[822]],[0],[],[0.0],[]
231,Aarhus,,Denmark,DNK,Europe,56.149628,10.213405,54.927,285273.0,5831404.0,3.7,99.0,175.7,42.2,28.3,85.6,[FXqkK18qZc8],[[0]],[[0]],[[729]],[0],[5082022],[0.0],[]
232,Acre,,Israel,ISR,Asia,31.2511093,34.7677171,513.6111,49380.0,9216900.0,3.9,97.8,168.1,30.1,37.9,154.4,[p8SFwwdRo2A],[[0]],[[0]],[[1876]],[0],[13112024],[0.0],[]
233,Ashkelon,,Israel,ISR,Asia,31.6644874,34.5730157,513.6111,144073.0,9216900.0,3.9,97.8,168.1,30.1,37.9,154.4,[aB5e0pUQjtk],[[0]],[[0]],[[1708]],[0],[],[0.0],[]
234,Tel Aviv,,Israel,ISR,Asia,32.0852997,34.7818064,310.0,432892.0,9216900.0,3.9,97.8,168.1,30.1,37.9,154.4,"[Ips0sR23vdk,PeVAr1oerxg,WJ1OFU1PBWg,U7mRolPWfgA,FmV_Gyv5f48]","[[0], [0, 1], [0], [0], [0]]","[[6], [0, 1349], [8], [0], [4]]","[[2575], [1287, 1870], [3307], [1751], [668]]","[0, 0, 0, 0, 0]","[8112022, 7112022, 2102022, 1102022, 5042022]","[0.0, 0.0, 0.0, 0.0, 0.0]",[]
235,Beirut,,Lebanon,LBN,Asia,33.889226,35.502559,20.99242,1916100.0,6825442.0,16.4,95.1,171.3,35.8,31.8,185.9,"[yRoX89rZQDs,c0LUgjnV9KE,4aN4IDeYcz8,cJlO4bMi958,g_ZrgiGcabg,Af5XDbM0Oa8,WOTD2Rp8YOE]","[[0], [0], [0], [1], [0], [0], [0]]","[[0], [0], [0], [0], [0], [0], [0]]","[[799], [1088], [955], [1093], [1850], [1055], [2222]]","[0, 0, 0, 0, 0, 0, 0]",[],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
236,Aleppo,,Syria,SYR,Asia,36.19924,37.1637253,23.62283,2098210.0,17500657.0,14.9,86.4,165.5,0.0,26.6,121.94,[0yuNX9oYOIM],[[0]],[[280]],[[2517]],[0],[],[0.0],[]
237,Novi Sad,,Serbia,SRB,Europe,45.2551338,19.8451756,81.34266,215400.0,6908224.0,7.5,99.0,174.5,43.7,33.1,108.7,"[MQDgIQtQKBc,ecpvKJUiw6s,EBU1pehvJRs,nf3v9CbwR4k]","[[0], [0], [0], [0]]","[[0], [43], [0], [0]]","[[1080], [944], [1920], [2671]]","[0, 0, 0, 0]","[14122022, 26022023, 10102022, 18012022]","[0.0, 0.0, 0.0, 0.0]",[]
238,Ludwigsburg,,Germany,DEU,Europe,48.8953937,9.1895147,4525.7039,87603.0,83240525.0,3.8,99.0,173.2,46.7,32.4,99.7,[7Rev1kSUKwQ],[[0]],[[110]],[[2062]],[0],[],[0.0],[]
