id,city,state,country,iso3,continent,lat,lon,gmp,population_city,population_country,traffic_mortality,literacy_rate,avg_height,med_age,gini,traffic_index,videos,time_of_day,start_time,end_time,vehicle_type,upload_date,fps_list,channel
131,Daytona Beach,FL,United States,USA,North America,29.2108147,-81.0228331,28.134,72647.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[ioWbAt8FioE,M01gjW9fo-M,KkG0HVtr01w,kGy6ofm_37A,xJ11YRxlEko]","[[0],[0],[0],[0],[0]]","[[25],[25],[25],[269],[0]]","[[2039],[2574],[2262],[1632],[1070]]","[0,0,0,0,0]","[27072023,20082023,29062023,6042021,18102015]","[30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A]"
132,San Jose,CA,United States,USA,North America,37.3361663,-121.890591,1383.0,1026908.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[8zv45mY44FI,f0BfiiBlg34,-GPNnHGl9zw,bNmTDiXMYmg,CoxAR80Mf10,4eeO_G6XmSc,SwgF_Jk1f4M,_Fx4IRnGzCo,p_tLDonvDUY,sNR-jnsY9HU]","[[0],[0],[0],[0],[0],[1],[1],[0],[0],[1]]","[[25],[25],[35],[0],[22],[23],[24],[0],[0],[0]]","[[2235],[2173],[1724],[768],[1882],[895],[1102],[1263],[1435],[1564]]","[0,0,0,0,0,0,0,0,0,0]","[23062023,26052023,9112023,11022017,21092023,24012022,7102021,23032021,25012021,25012021]","[30,30,30,30,30,30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCO_zxQAruqOxvRrT0bjISvg,UCBcVQr-07MH-p9e2kRTdB3A,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg]"
133,Santa Fe,NM,United States,USA,North America,35.6876096,-105.938456,23360.935,84099.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[QaqY28Z46qE,2orxr-gdWWI]","[[0],[0]]","[[25],[25]]","[[2734],[2496]]","[0,0]","[06062023,20022023]","[30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA]"
134,Nashville,TN,United States,USA,North America,36.1622767,-86.7742984,187.981,689447.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[XvNDk_OagW4,PXrNbwkamiE,mdUo0xmDJ94,em1wb8hSfB8,1DvQaCsMEjk]","[[0],[0],[0],[0],[0]]","[[25],[25],[0],[27],[53]]","[[2447],[2130],[767],[4232],[2045]]","[0,0,0,0,0]","[11022023,13012023,21082016,7062019,28032023]","[30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UChcPPozD-LOPyLt3La41yCA]"
135,Oklahoma City,OK,United States,USA,North America,35.4729886,-97.5170536,94.742,681054.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,[r_BZ_j6XE8I],[[0]],[[25]],[[2256]],[0],[31012023],[30],[UChcPPozD-LOPyLt3La41yCA]
136,Kansas City,KS,United States,USA,North America,39.1134562,-94.626497,169.501,475378.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[0f5U6WCiWEg,YZRJkuSXmI8]","[[0],[0]]","[[25],[25]]","[[2515],[2420]]","[0,0]","[22122022,20122022]","[30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA]"
137,Sacramento,CA,United States,USA,North America,38.5810606,-121.493895,176.276,490712.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[Y8PTVLU5Vyk,SuEwmWpl2Ag,GAnb7WJ3zC4,uf650JXlIms,0t4EUyDts4U,oPRrFTDuI8M]","[[0],[0],[0],[0],[0],[0]]","[[25],[25],[85],[1750],[0],[0]]","[[2397],[2370],[1370],[1816],[222],[719]]","[0,0,0,0,0,0]","[6122022,10122022,17122023,29102022,24042025,16032021]","[30,30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCX_uGzVgYJuo_iuYSBqEr4g,UCHVaQtoJ6s8hubJDYWTuEDA,UC0H-Sa4Ua_wWGYMmc6ITpRg,UCk0xpfrrpSZJF1qJtIun4hg]"
138,Columbus,OH,United States,USA,North America,39.9622601,-83.0007065,169.123,905748.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[mDEgH6lN9Yk,_HVxRW-Tmt0,OMncunjvAIs,wDxidsJvSsk]","[[0],[0],[0],[0]]","[[25],[25],[25],[25]]","[[1991],[1987],[1939],[1586]]","[0,0,0,0]","[01102022,17092022,10092022,04092022]","[30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA]"
139,Atlanta,GA,United States,USA,North America,33.7489924,-84.3902644,525.888,463878.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[mnARGT8rnXU,KrK1oDuQobM,brHOrwiF-y4,G7--akWeIEw,4tj9t_g1pHo,xbqsvhcyu_Y,LenjZn0y1Rg,fGJhH0P-izs,K6j9ktMBNBA,SeEviFlk9_o,QT5jGlPzJD4,4C32vhqeQe0,KZXMtYmP7s0,8VbcVOKlzZo,JYURpspwHNI,vILMVUtHdII]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1],[0,0]]","[[25],[25],[25],[43],[670],[216],[0],[0],[0],[120],[40],[0],[0],[18],[0],[17,1495]]","[[2530],[2710],[3131],[3423],[3428],[3879],[843],[1020],[3200],[1824],[1835],[2255],[1531],[410],[3660],[215,5319]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[16042022,19042022,23042022,1082024,27072024,27052020,21092016,21092016,10082015,10112018,1122018,2122024,20052021,29012023,29062024,16022017]","[30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCYM1moHMA5Gki3TPJVa2T0Q,UCYM1moHMA5Gki3TPJVa2T0Q,UCIRAXNBmX4fNS-TsH5_oWiA,UCCWC63_fLObjdnextgUjC7A,UCOmqossIgk3oiZEdgdIVyaw,UCtdDVpQFfBUPUZswByl3kJw,UCsr3RsvT2MU2gnV_zIiiFGw]"
140,Dallas,TX,United States,USA,North America,32.7762719,-96.7968559,688.928,1300092.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[o7PEqqe9avE,XkguuPohDFg,h9K5CYwujhM,d6xXF0QY16E,mjUWMr8HtYY,_4VU5R-hgTk,IraXcDooC-8,i8uW798lBCE,ACbPx9wi_YI,nLVMIAmSxTA]","[[0],[0],[0],[0],[1],[0],[0],[0],[0],[1]]","[[25],[25],[25],[21],[28],[0],[0],[0],[0],[0]]","[[2727],[2727],[2425],[4231],[4561],[367],[2424],[394],[1923],[1508]]","[0,0,0,0,0,0,0,0,0,0]","[4052022,13052022,14052022,28062019,9052019,9092016,28082016,22082016,21062021,21062021]","[30,30,30,30,30,30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg]"
141,Denver,CO,United States,USA,North America,39.7392364,-104.984862,288.8,715522.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[yx2KheG5Oc4,mj-EcEg03_A,3tlpBsN3ZRM,2z2I_3nD6lM,dwiD0evh4Yc,eAVgHubPmBY,Y8L7FXWZbaE]","[[0],[0],[0],[0],[0],[0],[0]]","[[25],[22],[0],[1175],[5],[5],[0]]","[[2363],[1810],[1971],[1279],[1871],[1467],[473]]","[0,0,0,0,0,0,0]","[17122022,15012021,19022018,28052024,8032024,12032024,21032021]","[30,30,30,30,30,30,30]","[UChcPPozD-LOPyLt3La41yCA,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UC4V8DPS-RJ5gveoZZc9b7kw,UCzgT31gAT2UnEvKCppv9xPg,UCzgT31gAT2UnEvKCppv9xPg,UChv3DmLA2hH-d93bGgqjMLg]"
142,Bozeman,MT,United States,USA,North America,45.6794293,-111.044047,23360.935,43405.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[JGkzIqWO-YI,8TjL3mQsRq4,SDibyW9WJl4]","[[0],[0],[0]]","[[6450],[54],[90]]","[[8357],[1847],[615]]","[0,0,0]","[04042024,13122023,10112023]","[30,30,30]","[UCX_uGzVgYJuo_iuYSBqEr4g,UCX_uGzVgYJuo_iuYSBqEr4g,UCX_uGzVgYJuo_iuYSBqEr4g]"
143,Washington,DC,United States,USA,North America,38.8950368,-77.0365427,660.626,689545.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[sY7ufpPpGhE,dIHYeTVklu4,D00S7Tp3ljE,2K_mb4efhTQ,tktbSxxXwc4,xRsUiPXFzX0,luHFgP5ep04,vOZ4TzhAmLs,s6YI-l5xJEI,gIT4DxPnnEA,QZbZM1Fun4s,0Cd5lyR_Vdc,wN0FzbHn9Xs,ZfwIKTt5rbU,cE8H_jWWqXQ,X8B8X5WKqTk,q__XI1TpYU4,nVLqajq-3Z4,My1Y8rIXpvY,w62gi-xvT8A,oxPk_kbOiFI,aaEEtp5-Xis,_QQmCafU1TY]","[[1],[0],[0],[0,0],[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0,0,0],[0],[1],[0],[0]]","[[26],[68],[65],[0,2280],[0],[18],[22],[22],[56],[0],[0],[0],[0],[0],[0],[0],[0],[1010],[1860,2600,3545],[3560],[0],[0],[0]]","[[2130],[4224],[6900],[2160,5202],[3705],[6445],[2833],[2370],[2627],[371],[509],[646],[1037],[1277],[545],[2540],[555],[1870],[2420,3480,4230],[4639],[2169],[1558],[1971]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[24012024,15072024,2082024,24052021,27052023,19072023,18032021,11032021,20102018,5092016,5092016,1092016,12082016,15072016,8072016,4072016,29062016,5032021,20022023,4112022,24062021,24062021,27112020]","[30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCX_uGzVgYJuo_iuYSBqEr4g,UCLLONG6w20nQOqI_dm4nGrg,UCLLONG6w20nQOqI_dm4nGrg,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCOG_imhDwtvT4Bxy4J_vItg,UCmFy_VhtzhtKphN-_m56bnA,UC-ZnfVaa54FcjzRphhrPWZw,UCk0xpfrrpSZJF1qJtIun4hg,UCk0xpfrrpSZJF1qJtIun4hg,UCmAAWYOSR8C3u7ltRrqpe6Q]"
144,Pittsburgh,PA,United States,USA,North America,40.4416941,-79.9900861,181.485,304391.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[U3Zxe80ysd4,Vpe9fUORDUs,8vHVswDrXjI,DzSDiRR8tEI,XteZlArWaWw,HhIi3wJ388g]","[[1],[0],[0],[0,0,0,0,0],[0],[0]]","[[65],[50],[0],[769,981,1144,1239,1312],[165],[0]]","[[3690],[2728],[1440],[959,1123,1215,1299,1354],[4023],[903]]","[0,0,0,0,0,0]","[17092023,2082023,20072016,19092021,7122024,31012025]","[30,30,30,30,30,30]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCJmOwYJ6tX901bRH9I4DKbQ,UCNUsndmoH9CCloc4Y7ACLKA,UCo9yDMRPdiVnJGjCwOOj5GQ]"
145,Gold Coast,,Australia,AUS,Oceania,-28.0023731,153.4145987,26.669,640778.0,25687041.0,4.9,99.0,171.7,37.9,34.3,163.0,"[aLXit3vUmHs,E_xYNJda_-A]","[[0],[0]]","[[30],[23]]","[[2237],[1669]]","[0,0]","[11062024,29102023]","[30,30]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A]"
146,Baltimore,MD,United States,USA,North America,39.2908816,-76.610759,241.399,576498.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[4tj9t_g1pHo,Jjd-uLsHQ58,qfRlmwjD2Fs,FMc9J4u-gZ8,En1aPaTSAf8,W-8fkJugWj0]","[[0],[0],[0],[0],[0],[0]]","[[98],[0],[0],[0],[0],[70]]","[[3956],[450],[2281],[392],[456],[3655]]","[0,0,0,0,0,0]","[27072024,5092016,8082016,6072016,1072016,18092021]","[30,30,30,30,30,30]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCBcVQr-07MH-p9e2kRTdB3A,UCsDV9sL5ECqOx-LwzQ6Z2bg]"
147,Stockholm,,Sweden,SWE,Europe,59.325117,18.071093,203.899,1515017.0,10353442.0,3.1,99.0,173.6,41.0,29.8,94.9,"[6nvZfXcV3uA,F6Y0miRc9xA,M1krQ3OFtoA,0GMt9cZ8g_E,a9SUPxVYT0g,_1qbNRls17s,klImBoZUFSo,HE-bGK-sN14,lXqaK1BtDbA,kL0Drj464T8,Ftem4cB2BJg,CbzwBKi0r4U,SMErkpDOPVg,X2ol03vb7kU]","[[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[1]]","[[21],[0],[0],[128],[0],[2],[0],[0],[2],[0],[2084],[1],[1],[0]]","[[1836],[902],[1287],[11506],[473],[391],[1105],[1524],[1265],[187],[2246],[816],[573],[696]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[30042022,31072023,20062023,21092024,22062025,7032020,11062025,9072024,14072019,14052020,21062022,2082020,24112019,9032014]","[30,30,30,30,30,30,30,30,30,30,30,30,30,30]","[UCfHcYecfUcGHPxtufQgvrew,UCOgVV5fMG0AaYdNW1Ktfmkg,UCOgVV5fMG0AaYdNW1Ktfmkg,UCX_uGzVgYJuo_iuYSBqEr4g,UC-bg0HIUZYBuKdSqeg2qoPw,UCv033S0A-uVLkR5YVp1jg3A,UCfHcYecfUcGHPxtufQgvrew,UCzv0yS3WxokoIMNiOS2H4FA,UCv033S0A-uVLkR5YVp1jg3A,UCv033S0A-uVLkR5YVp1jg3A,UCv033S0A-uVLkR5YVp1jg3A,UCv033S0A-uVLkR5YVp1jg3A,UCv033S0A-uVLkR5YVp1jg3A,UC3ULfnqkxV3wFSS-A8DAjHA]"
148,Amsterdam,,Netherlands,NLD,Europe,52.37276,4.893604,237.841,741636.0,16655799.0,4.0,99.0,177.1,42.2,25.7,84.1,"[Ve4DvQNnDDQ,CoN37VCZ9Jc,ylUNgEYaf3E,Xuo4uCZxNrE,n9kEQg0lcjI,YQMPjBxM-hY,uSf6nHTruaM]","[[0],[0],[0],[0],[0],[0],[0]]","[[23],[0],[90],[0],[0],[22],[27]]","[[3429],[2520],[2395],[2135],[1006],[2477],[4675]]","[0,0,0,0,0,0,0]","[07092021,29012017,01012022,15092020,3072022,10092021,4072022]","[30,30,24,30,30,30,30]","[UCBcVQr-07MH-p9e2kRTdB3A,UCBal1-WYP8nQreasIL3f2IA,UC_V2-rK2e97fZNCQUDGO7zA,UC2s4RE3zutDyS0Ibq06S7Gw,UC8Vc8y_O0yHMFjTOkzCuDRw,UCBcVQr-07MH-p9e2kRTdB3A,UCcwGwvM5iPB9IvtTnMTVcEg]"
149,Yangon,,Myanmar,MMR,Asia,16.8305877,96.2191864,64.815,4477638.0,54409794.0,20.4,89.1,160.7,30.4,30.7,214.08,"[Il-4y-IPnfg,vtLmlHRCsto]","[[0],[0]]","[[10],[0]]","[[2183],[1775]]","[0,0]","[08042022,31082022]","[30,30]","[UCACdCN7rjiksfg9gLfA0e5A,UC3teGucj2OU6Fvi2jP5z2tA]"
150,Tunis,,Tunisia,TUN,Africa,36.8002068,10.1857757,48.529,693210.0,11818618.0,16.5,96.2,169.3,34.0,33.7,131.7,"[0wsuONzLXp0,PZcotuMqqPk,AIs8OjI7Mek,2rgUB6tJBfU,EvtfqfW8YHI,OY7XHxhY0mw,9OZhxC6M8mI,BE0bxqX2HOs,1DgKp1vkTTQ,1pTspHQXkpA,T94OvwLxK3g]","[[0],[0],[0,0],[0,0],[0,0],[0],[0,0],[0],[0],[0],[0]]","[[31],[11278],[27,779],[583,902],[0,1660],[5],[16,372],[0],[11],[0],[44]]","[[3148],[13484],[306,918],[881,1005],[1190,1798],[3870],[353,1204],[492],[265],[984],[1470]]","[0,0,0,0,0,0,0,0,0,0,0]","[10012023,18122022,22082019,17112024,11092023,28072024,22102024,13052025,20102021,20042022,2072022]","[30,30,30,30,30,30,30,30,30,30,30]","[UC34rcs-SV0-vkHCQUp7-13w,UCFcZvHuIm8dspocHG9jfQBg,UC5JAKQ5_Tob7HaydKXkQBNA,UC6zke-UMod7FyU2S631UcUA,UC34rcs-SV0-vkHCQUp7-13w,UCJQ4a1vGJz6v746ZmzzB0kg,UC34rcs-SV0-vkHCQUp7-13w,UC34rcs-SV0-vkHCQUp7-13w,UC34rcs-SV0-vkHCQUp7-13w,UC34rcs-SV0-vkHCQUp7-13w,UC34rcs-SV0-vkHCQUp7-13w]"
151,Santa Barbara,CA,United States,USA,North America,34.4221319,-119.702667,36.081,91842.0,329484123.0,12.7,86.0,170.1,38.5,41.3,151.1,"[n5H0SrfsTQ0,LbdFrgsaZRs]","[[0],[0,1]]","[[60],[213,4554]]","[[4980],[4554,6005]]","[0,0]","[18062023,03082024]","[30,24]","[UCX_uGzVgYJuo_iuYSBqEr4g,UCV14CkQ0eSPqleyby0ctAng]"
152,Lisbon,,Portugal,PRT,Europe,38.7077507,-9.1365919,103.33,517802.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,"[IYzfOouB6rs,Lh9vwKMsEWE,5GVDi1ElQBI,VWmYF8iVf_U,-loKmVacOPU,teK_pFeaYXM,KFkTI71IkOU,OCGdUxjVPd0,rgKOkv-MqMc,MFox0HMbqhY,Oac_2vPkXGs,0uL1c6YMDms,6IIMVJERLuc,CxiGxdnBmeU,BbJg3DGniBA,LoKYqnsplW8,11CUnxdTRns,59aKTAVsfP8,5peS30RlgGI,lDdqny7BTIE,VY1waRimC6Q,HMD_w8d_UBs]","[[0],[0],[0],[1],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0],[0,0]]","[[1947],[70],[64],[74],[71],[200],[96],[51],[60],[27],[1020],[448],[712],[120],[110],[2840],[85],[0],[62],[1035],[56],[2,2]]","[[2875],[908],[3030],[1440],[957],[2284],[1647],[900],[1408],[920],[1667],[4160],[1391],[1940],[2100],[4560],[3448],[3122],[4434],[1379],[2129],[1037,1037]]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[07082020,24082022,21092021,20092021,10062023,27052023,07052023,17042023,28032023,03112021,29012022,13022022,06032022,31082022,01032023,30052022,24042021,27022021,14012024,20022022,5032023,25062020]","[30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,24,24,30,30,30,30]","[UCzzGsm1Z2TAvUAUO4JDm4Zw,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCLLONG6w20nQOqI_dm4nGrg,UC_V2-rK2e97fZNCQUDGO7zA,UC_V2-rK2e97fZNCQUDGO7zA,UCrzS-oNwWlnCtdtsdcPMmiA,UCjHIDjcJxVVRW4VOIG7g8xA,UCjHIDjcJxVVRW4VOIG7g8xA,UCWPmCYaly-13T5V-Et3BNWg]"
153,Coimbra,,Portugal,PRT,Europe,40.211193,-8.429463,9.837,106582.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,"[MFn0KOlh6n4,paXXOo1U3Eo,FuzbMSNdpP4,PlpXrHe0M1o,mjLuV69zfEs]","[[0,0],[0,0],[0],[0],[1]]","[[160,1500],[146,143],[1],[11],[1]]","[[1177,2940],[2798,2753],[1417],[1644],[1192]]","[0,0,0,0,0]","[10022022,19082022,1122019,5082019,14112022]","[30,30,30,30,30]","[UCjHIDjcJxVVRW4VOIG7g8xA,UCSbgP52lk_bguvIikFDYxFA,UCSbgP52lk_bguvIikFDYxFA,UCSbgP52lk_bguvIikFDYxFA,UCSbgP52lk_bguvIikFDYxFA]"
154,Leiria,,Portugal,PRT,Europe,39.74379,-8.807112,287.08,45112.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,"[j_aOUr8eaSQ,RAP9ze1fItQ]","[[0],[0]]","[[148],[11]]","[[1371],[2042]]","[0,0]","[18022022,29042023]","[30,30]","[UCjHIDjcJxVVRW4VOIG7g8xA,UCWp1_74kwJ6JmSWCLxgOJvQ]"
155,Viseu,,Portugal,PRT,Europe,40.657471,-7.913866,287.08,394927.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,[THgaBm5VeC4],[[0]],[[450]],[[2345]],[0],[27022022],[30],[UCjHIDjcJxVVRW4VOIG7g8xA]
156,Aveiro,,Portugal,PRT,Europe,40.640496,-8.653784,287.08,54162.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,"[eMRJPjV60L8,ADSLw81FY7k,0S5Az76SAzw,xac9uXJjXJs,uwPpg2RCwM4]","[[0],[0],[0],[0],[0]]","[[170],[80],[5],[102],[2325]]","[[2636],[2470],[1306],[1161],[5029]]","[0,0,0,0,0]","[27032022,24072021,9092023,6022021,11012025]","[30,24,30,30,30]","[UCjHIDjcJxVVRW4VOIG7g8xA,UC_V2-rK2e97fZNCQUDGO7zA,UCJQ4a1vGJz6v746ZmzzB0kg,UCJIy_rPEeSXQ89dhmbroPBQ,UC9Ig6oRLl7fqNIi45aSXhbQ]"
157,Covilhã,,Portugal,PRT,Europe,40.2804021,-7.504191,287.08,17610.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,[MI785dJ8ips],[[0]],[[145]],[[2280]],[0],[02042022],[30],[UCjHIDjcJxVVRW4VOIG7g8xA]
158,Antalya,,Türkiye,TUR,Asia,36.8865728,30.7030242,1108.022,1344000.0,84339067.0,12.3,97.0,169.1,0.0,44.4,188.93,"[0XZ1xZjEMq4,xEzsSPPSLgU,tx3WplKpQPY]","[[1],[0],[0,0]]","[[150],[37],[45,35]]","[[3140],[4922],[2370,2375]]","[0,0,0]","[24092022,14092024,23062022]","[30,30,30]","[UCjHIDjcJxVVRW4VOIG7g8xA,UCrzS-oNwWlnCtdtsdcPMmiA,UCjHIDjcJxVVRW4VOIG7g8xA]"
159,Salamanca,,Spain,ESP,Europe,40.9651572,-5.6640182,1580.694,155619.0,47351567.0,3.9,99.0,169.0,46.3,33.9,96.5,[mdwPideZJKw],[[0]],[[240]],[[2760]],[0],[28122022],[30],[UCjHIDjcJxVVRW4VOIG7g8xA]
160,Porto,,Portugal,PRT,Europe,41.149451,-8.610788,40.868,249633.0,10305564.0,8.2,96.1,167.8,46.0,34.6,106.8,"[VIWikUUl5YQ,HU0zSmvftHM,oFgzHy5Bs-Q,wVLsrjAIhCQ,ckfz3JZX7j4,AYbTwnqpiYk,LxzhadmkgZs,uwPpg2RCwM4,MMpGHONatZw]","[[0],[0],[0],[0],[0,0],[0,1],[0],[0],[0]]","[[0],[0],[135],[70],[17,1554],[150,1099],[257],[25],[40]]","[[1740],[630],[3567],[4002],[1513,2269],[1099,1146],[1665],[506],[2740]]","[0,0,0,0,0,0,0,0,0]","[17052022,20112022,21082021,27032021,1012020,22032021,23082018,11012025,28112023]","[30,30,24,24,30,30,30,30,30]","[UCLLONG6w20nQOqI_dm4nGrg,UCkQTc0dnrbOUsCQYH924yeg,UC_V2-rK2e97fZNCQUDGO7zA,UC_V2-rK2e97fZNCQUDGO7zA,UCg1sAFKjbgemJnIODXe_2BQ,UCP8kwi4jEI02_zxHc7gDkvQ,UCi0DIrceZqjDR6LLCDJupXA,UC9Ig6oRLl7fqNIi45aSXhbQ,UCEK1plVoCFO_YNlAQV-yJAA]"
161,Manchester,,United Kingdom,GBR,Europe,53.4794892,-2.2451148,122.876,2782141.0,67215293.0,3.2,99.0,171.0,40.6,32.4,134.2,[F39i-uhMJtQ],[[0]],[[0]],[[810]],[0],[17062021],[30],[UC2CBhHnAs24RRE8Xc_1oqjA]
162,Reykjavík,,Iceland,ISL,Europe,64.145981,-21.9422367,31.02,118918.0,366425.0,2.0,99.0,175.5,37.8,26.1,93.1,"[0LoZ97w9Sxs,Jf3UPRDYl0Q,rf2v_QvGdRY,yPbnOU5RrDU,fMl8DfL4Kjw,R-aAdt6YlNY]","[[0],[0],[0,0],[0],[0],[0]]","[[40],[0],[420,2962],[0],[26],[0]]","[[1425],[4160],[2847,3195],[360],[300],[390]]","[0,0,0,0,0,0]","[12072022,08122022,21062022,10042025,30062025,9062025]","[30,30,30,30,30,30]","[UCrd2IH74HS485Y2pVtfvfRQ,UC-4FVGwkzywLcbaL3fx-HKA,UCM1Qs7KmRhx367_f1lCGNew,UCs4-dBjN_-wcChytyhumtGQ,UCs4-dBjN_-wcChytyhumtGQ,UCs4-dBjN_-wcChytyhumtGQ]"
